TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Point,555547707,555547707,1,Ava o sina,Ava o sina,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,0.01,,0.07,,Not Reported,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,WSM,WSM
Point,555547708,555547708,1,punaoa,punaoa,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,0.07,,0.3,,Not Reported,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,WSM,WSM
Point,555547709,555547709,1,Afaga Tele,Afaga Tele,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,0.51,,1.43,,Not Reported,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,WSM,WSM
Point,555547710,555547710,1,Vaiee,Vaiee,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,0.77,,10.26,,Not Reported,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,WSM,WSM
Point,555547711,555547711,1,Fausaga,Fausaga,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,0.28,,0.73,,Not Reported,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,WSM,WSM
Point,555547712,555547712,1,Faaofi laulu,Faaofi laulu,Marine Protected Area,Marine Protected Area,National,Not Reported,Not Applicable,2,0.2,,0.34,,Not Reported,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,Not Reported,1686,Not Reported,WSM,WSM
